lr-Adam,created_at,loss/train,epoch,loss/val,score/val
,2021-07-22 04:20:47.364264,85.44354248046875,129.0,,
,2021-07-22 04:20:50.532171,,129.0,79.99529266357422,0.7331004738807678
0.000125,2021-07-22 04:20:50.550376,,,,
,2021-07-22 04:21:02.739533,89.54483032226562,130.0,,
,2021-07-22 04:21:05.978874,,130.0,79.34266662597656,0.7267877459526062
0.000125,2021-07-22 04:21:05.997326,,,,
,2021-07-22 04:21:18.097282,87.7772216796875,131.0,,
,2021-07-22 04:21:21.499670,,131.0,80.79657745361328,0.7394065856933594
0.000125,2021-07-22 04:21:21.518877,,,,
,2021-07-22 04:21:34.126142,85.6895980834961,132.0,,
,2021-07-22 04:21:37.491253,,132.0,78.8178482055664,0.7254348993301392
0.000125,2021-07-22 04:21:37.511985,,,,
,2021-07-22 04:21:49.849084,87.20455169677734,133.0,,
,2021-07-22 04:21:53.015569,,133.0,79.52497863769531,0.7284283638000488
0.000125,2021-07-22 04:21:53.034881,,,,
,2021-07-22 04:22:05.289892,88.41825866699219,134.0,,
,2021-07-22 04:22:08.488978,,134.0,80.4211196899414,0.7352272272109985
0.000125,2021-07-22 04:22:08.508543,,,,
,2021-07-22 04:22:20.861253,85.69357299804688,135.0,,
,2021-07-22 04:22:25.169701,,135.0,77.94395446777344,0.7172345519065857
0.000125,2021-07-22 04:22:25.195756,,,,
,2021-07-22 04:22:37.921392,87.95982360839844,136.0,,
,2021-07-22 04:22:41.275365,,136.0,79.18244171142578,0.7254382967948914
0.000125,2021-07-22 04:22:41.294984,,,,
,2021-07-22 04:22:53.651857,86.6769027709961,137.0,,
,2021-07-22 04:22:56.888337,,137.0,79.75801849365234,0.7314472198486328
0.000125,2021-07-22 04:22:56.908320,,,,
,2021-07-22 04:23:09.164425,86.28105163574219,138.0,,
,2021-07-22 04:23:12.368321,,138.0,81.8456802368164,0.7518233060836792
0.000125,2021-07-22 04:23:12.388089,,,,
,2021-07-22 04:23:24.505681,84.52361297607422,139.0,,
,2021-07-22 04:23:27.867608,,139.0,80.90235900878906,0.7440577745437622
3.125e-05,2021-07-22 04:23:27.886801,,,,
,2021-07-22 04:23:40.644890,84.24205780029297,140.0,,
,2021-07-22 04:23:44.077662,,140.0,78.89076232910156,0.7224981188774109
3.125e-05,2021-07-22 04:23:44.097553,,,,
,2021-07-22 04:23:56.491054,83.31886291503906,141.0,,
,2021-07-22 04:23:59.687178,,141.0,80.42747497558594,0.7366046905517578
3.125e-05,2021-07-22 04:23:59.705971,,,,
,2021-07-22 04:24:12.022923,84.18605041503906,142.0,,
,2021-07-22 04:24:15.243554,,142.0,78.84951782226562,0.7214356660842896
3.125e-05,2021-07-22 04:24:15.262385,,,,
,2021-07-22 04:24:27.443635,85.02838897705078,143.0,,
,2021-07-22 04:24:31.278243,,143.0,77.89794158935547,0.7122993469238281
3.125e-05,2021-07-22 04:24:31.296201,,,,
